Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Engine,Titanium,27,New,North America,Gulfstream,CRJ900
Fuselage,Steel,17,Used,Africa,Cessna,G650
Landing Gear,Aluminum,10,New,Europe,Boeing,A320
Engine,Titanium,42,New,South America,Bombardier,Citation X
Wing,Steel,14,Used,Asia,Gulfstream,E175
Avionics,Titanium,14,Used,Australia,Bombardier,Citation X
Engine,Steel,26,Used,Australia,Bombardier,Citation X
Engine,Aluminum,21,New,North America,Gulfstream,737
Fuselage,Steel,9,Used,South America,Cessna,CRJ900
Wing,Aluminum,30,Used,Europe,Airbus,Citation X
Wing,Aluminum,42,New,South America,Boeing,A320
Avionics,Composite,37,Used,South America,Gulfstream,CRJ900
Engine,Aluminum,36,New,Europe,Airbus,737
Landing Gear,Composite,22,Used,Australia,Boeing,G650
Engine,Composite,19,Used,Africa,Embraer,CRJ900
Wing,Composite,21,New,South America,Embraer,737
Avionics,Composite,28,Used,South America,Boeing,G650
Landing Gear,Aluminum,17,Used,Australia,Airbus,G650
Engine,Steel,32,Used,Africa,Cessna,G650
Fuselage,Steel,29,Used,Africa,Embraer,A320
Avionics,Titanium,48,Used,Africa,Cessna,737
Engine,Titanium,5,New,South America,Gulfstream,E175
Engine,Steel,30,Used,Asia,Gulfstream,A320
Engine,Composite,14,New,Asia,Airbus,A320
Avionics,Aluminum,34,New,North America,Gulfstream,Citation X
Engine,Steel,8,New,Africa,Gulfstream,E175
Avionics,Steel,1,New,Europe,Gulfstream,A320
Wing,Steel,9,Used,Africa,Embraer,G650
Engine,Aluminum,39,New,Europe,Cessna,Citation X
Landing Gear,Composite,42,New,North America,Bombardier,737
Landing Gear,Aluminum,39,Used,Australia,Cessna,A320
Fuselage,Steel,24,New,Australia,Embraer,Citation X
Landing Gear,Titanium,23,Used,Australia,Cessna,A320
Wing,Steel,32,New,Australia,Bombardier,Citation X
Landing Gear,Steel,22,Used,Africa,Bombardier,E175
Landing Gear,Titanium,32,Used,Asia,Cessna,737
Landing Gear,Composite,33,Used,Australia,Boeing,CRJ900
Avionics,Steel,47,Used,Asia,Cessna,CRJ900
Wing,Titanium,42,New,Europe,Cessna,CRJ900
Fuselage,Steel,19,New,South America,Cessna,Citation X
Avionics,Titanium,42,Used,Asia,Cessna,A320
Fuselage,Composite,36,New,Europe,Gulfstream,G650
Landing Gear,Composite,39,Used,North America,Bombardier,737
Engine,Composite,7,New,South America,Airbus,737
Engine,Composite,32,New,Asia,Gulfstream,CRJ900
Fuselage,Aluminum,21,Used,South America,Gulfstream,E175
Avionics,Steel,9,New,Africa,Cessna,A320
Wing,Steel,13,New,South America,Bombardier,A320
Landing Gear,Aluminum,26,Used,Europe,Gulfstream,E175
Wing,Aluminum,33,New,North America,Cessna,G650
Avionics,Steel,1,Used,Africa,Gulfstream,A320
Avionics,Steel,49,Used,Asia,Gulfstream,G650
Landing Gear,Aluminum,17,Used,Australia,Airbus,CRJ900
Avionics,Titanium,33,Used,North America,Gulfstream,CRJ900
Engine,Steel,9,Used,South America,Bombardier,E175
Avionics,Titanium,49,New,North America,Cessna,CRJ900
Landing Gear,Composite,3,New,Europe,Boeing,CRJ900
Landing Gear,Composite,30,New,Asia,Airbus,E175
Landing Gear,Composite,32,New,South America,Boeing,Citation X
Engine,Titanium,13,New,Asia,Gulfstream,E175
Engine,Aluminum,14,New,Asia,Cessna,737
Wing,Composite,22,New,Europe,Bombardier,Citation X
Avionics,Aluminum,36,Used,Europe,Airbus,E175
Engine,Composite,40,Used,North America,Gulfstream,G650
Avionics,Composite,48,Used,North America,Bombardier,G650
Engine,Steel,44,Used,South America,Airbus,737
Fuselage,Steel,14,New,South America,Airbus,Citation X
Engine,Aluminum,6,Used,North America,Embraer,737
Avionics,Composite,3,New,Europe,Airbus,G650
Wing,Steel,43,Used,South America,Gulfstream,CRJ900
Landing Gear,Composite,43,New,South America,Airbus,A320
Engine,Titanium,15,New,South America,Bombardier,Citation X
Avionics,Composite,6,Used,Europe,Bombardier,A320
Landing Gear,Composite,11,Used,South America,Airbus,Citation X
Fuselage,Aluminum,2,Used,South America,Cessna,CRJ900
Engine,Titanium,25,New,Asia,Bombardier,CRJ900
Fuselage,Composite,27,New,Australia,Airbus,CRJ900
Landing Gear,Composite,20,New,Europe,Boeing,E175
Engine,Composite,35,New,Asia,Bombardier,Citation X
Wing,Titanium,37,New,Europe,Bombardier,E175
Landing Gear,Titanium,48,New,North America,Boeing,737
Wing,Aluminum,4,Used,Europe,Bombardier,G650
Wing,Steel,23,Used,North America,Boeing,E175
Fuselage,Composite,29,Used,Asia,Airbus,Citation X
Fuselage,Aluminum,27,New,South America,Boeing,737
Avionics,Aluminum,21,New,Australia,Airbus,CRJ900
Avionics,Titanium,9,New,Africa,Gulfstream,G650
Avionics,Steel,30,New,Europe,Gulfstream,Citation X
Avionics,Aluminum,11,New,Australia,Cessna,G650
Fuselage,Aluminum,20,New,Africa,Embraer,E175
Fuselage,Aluminum,5,Used,Australia,Airbus,G650
Engine,Composite,2,New,North America,Embraer,Citation X
Avionics,Titanium,24,New,Australia,Embraer,G650
Fuselage,Composite,30,New,North America,Gulfstream,G650
Avionics,Composite,27,New,Asia,Cessna,Citation X
Avionics,Composite,46,New,Africa,Gulfstream,G650
Avionics,Composite,13,New,North America,Embraer,CRJ900
Fuselage,Titanium,25,Used,Africa,Cessna,G650
Landing Gear,Composite,11,New,Asia,Gulfstream,CRJ900
Fuselage,Titanium,1,Used,Australia,Bombardier,G650
Engine,Steel,14,Used,Africa,Bombardier,737
Fuselage,Titanium,28,New,South America,Embraer,A320
Fuselage,Steel,19,New,South America,Boeing,E175
Landing Gear,Titanium,29,New,Africa,Boeing,Citation X
Landing Gear,Steel,1,New,Europe,Embraer,CRJ900
Fuselage,Composite,44,Used,Asia,Boeing,G650
Wing,Steel,30,New,South America,Airbus,A320
Wing,Steel,47,Used,Africa,Bombardier,CRJ900
Engine,Aluminum,35,New,North America,Gulfstream,Citation X
Avionics,Steel,24,Used,South America,Airbus,CRJ900
Engine,Composite,24,Used,South America,Boeing,737
Wing,Steel,21,New,North America,Boeing,E175
Engine,Composite,22,New,Asia,Bombardier,G650
Engine,Steel,3,New,South America,Boeing,G650
Fuselage,Steel,33,Used,Australia,Gulfstream,Citation X
Fuselage,Titanium,5,New,South America,Bombardier,CRJ900
Landing Gear,Titanium,5,Used,Australia,Gulfstream,A320
Wing,Composite,36,New,Australia,Embraer,737
Avionics,Steel,27,New,North America,Airbus,737
Avionics,Composite,45,Used,Europe,Bombardier,737
Wing,Steel,18,Used,Australia,Gulfstream,737
Avionics,Composite,13,New,Africa,Gulfstream,Citation X
Engine,Titanium,46,New,North America,Cessna,G650
Avionics,Composite,40,Used,South America,Cessna,A320
Engine,Titanium,2,Used,Europe,Airbus,Citation X
Fuselage,Steel,37,Used,Europe,Cessna,CRJ900
Avionics,Steel,42,Used,Australia,Bombardier,G650
Wing,Titanium,8,New,North America,Embraer,737
Fuselage,Aluminum,33,New,Africa,Airbus,A320
Engine,Aluminum,17,New,South America,Gulfstream,A320
Wing,Steel,48,Used,Europe,Airbus,CRJ900
Landing Gear,Aluminum,9,Used,Europe,Bombardier,A320
Wing,Aluminum,23,New,South America,Gulfstream,Citation X
Fuselage,Aluminum,37,Used,South America,Airbus,E175
Avionics,Steel,44,New,Australia,Airbus,G650
Landing Gear,Steel,21,New,Europe,Embraer,CRJ900
Engine,Steel,4,Used,South America,Gulfstream,G650
Avionics,Aluminum,20,Used,North America,Embraer,CRJ900
Fuselage,Titanium,44,New,South America,Cessna,G650
Engine,Aluminum,31,New,Africa,Gulfstream,Citation X
Fuselage,Titanium,20,Used,South America,Bombardier,737
Fuselage,Titanium,40,New,Europe,Airbus,CRJ900
Fuselage,Aluminum,24,New,Europe,Cessna,G650
Wing,Titanium,2,Used,Africa,Embraer,737
Engine,Steel,35,New,Asia,Embraer,737
Engine,Aluminum,36,Used,North America,Gulfstream,E175
Avionics,Titanium,35,Used,North America,Cessna,737
Avionics,Steel,49,New,Australia,Cessna,A320
Wing,Aluminum,22,New,South America,Cessna,CRJ900
Wing,Steel,16,Used,Asia,Gulfstream,G650
Avionics,Titanium,37,New,Asia,Bombardier,Citation X
Wing,Aluminum,2,New,Europe,Boeing,Citation X
Wing,Aluminum,47,New,North America,Bombardier,CRJ900
Fuselage,Titanium,9,Used,North America,Embraer,G650
Avionics,Titanium,36,Used,Africa,Boeing,737
Avionics,Aluminum,31,Used,Europe,Bombardier,A320
Landing Gear,Aluminum,3,Used,North America,Boeing,Citation X
Landing Gear,Composite,14,Used,Europe,Boeing,E175
Avionics,Steel,18,New,South America,Airbus,A320
Landing Gear,Aluminum,2,Used,North America,Airbus,G650
Avionics,Composite,42,Used,Europe,Airbus,G650
Avionics,Aluminum,28,Used,South America,Embraer,G650
Landing Gear,Composite,21,Used,Africa,Embraer,Citation X
Avionics,Steel,12,New,Asia,Boeing,E175
Engine,Composite,46,New,Africa,Bombardier,Citation X
Engine,Composite,3,New,Australia,Boeing,Citation X
Landing Gear,Aluminum,29,Used,Australia,Airbus,Citation X
Wing,Titanium,29,New,Asia,Cessna,A320
Fuselage,Steel,30,Used,North America,Gulfstream,CRJ900
Wing,Steel,5,Used,North America,Cessna,G650
Avionics,Aluminum,30,New,Africa,Airbus,A320
Wing,Titanium,30,Used,Africa,Embraer,A320
Avionics,Aluminum,3,New,Australia,Airbus,E175
Wing,Titanium,8,Used,South America,Gulfstream,E175
Avionics,Aluminum,32,New,Australia,Bombardier,E175
Wing,Aluminum,18,New,Australia,Airbus,G650
Avionics,Composite,18,New,Australia,Airbus,Citation X
Fuselage,Steel,40,New,South America,Airbus,Citation X
Avionics,Composite,12,Used,Asia,Airbus,G650
Wing,Steel,44,Used,Australia,Bombardier,Citation X
Engine,Aluminum,10,New,Asia,Boeing,Citation X
Fuselage,Titanium,41,New,Europe,Gulfstream,Citation X
Avionics,Titanium,24,New,North America,Airbus,Citation X
Landing Gear,Aluminum,43,New,North America,Gulfstream,A320
Fuselage,Composite,27,New,Africa,Boeing,A320
Landing Gear,Aluminum,26,New,South America,Gulfstream,737
Wing,Aluminum,14,New,Africa,Bombardier,A320
Avionics,Steel,49,Used,Australia,Cessna,737
Wing,Steel,23,New,Australia,Airbus,CRJ900
Wing,Aluminum,20,Used,North America,Airbus,G650
Engine,Composite,32,Used,Asia,Bombardier,E175
Avionics,Composite,19,New,Asia,Bombardier,A320
Avionics,Titanium,21,New,North America,Boeing,737
Engine,Steel,12,Used,Africa,Embraer,CRJ900
Fuselage,Aluminum,22,New,North America,Gulfstream,E175
Fuselage,Composite,13,Used,North America,Embraer,G650
Fuselage,Aluminum,49,New,Europe,Embraer,E175
Wing,Aluminum,11,Used,North America,Bombardier,737
Landing Gear,Steel,25,New,Asia,Embraer,Citation X
Landing Gear,Composite,40,New,Africa,Bombardier,E175
Fuselage,Composite,46,Used,Australia,Airbus,CRJ900
Fuselage,Titanium,43,New,Asia,Cessna,CRJ900
Landing Gear,Titanium,37,Used,Australia,Embraer,G650
Fuselage,Steel,38,New,South America,Embraer,A320
Engine,Aluminum,34,New,Africa,Bombardier,CRJ900
Engine,Aluminum,12,New,Europe,Bombardier,A320
Wing,Aluminum,30,New,Australia,Boeing,G650
Avionics,Steel,19,New,Africa,Embraer,CRJ900
Engine,Steel,16,Used,Asia,Cessna,A320
Fuselage,Composite,17,Used,Africa,Airbus,737
Wing,Aluminum,4,Used,Asia,Airbus,CRJ900
Wing,Steel,24,New,North America,Boeing,G650
Fuselage,Composite,19,Used,Africa,Embraer,E175
Fuselage,Aluminum,33,Used,Australia,Boeing,G650
Avionics,Titanium,32,Used,Asia,Boeing,E175
Avionics,Steel,46,Used,Africa,Bombardier,CRJ900
Wing,Composite,20,Used,Africa,Cessna,Citation X
Engine,Composite,36,New,Asia,Bombardier,A320
Landing Gear,Composite,9,Used,South America,Cessna,CRJ900
Avionics,Steel,42,Used,Europe,Airbus,Citation X
Avionics,Steel,22,Used,South America,Boeing,A320
Wing,Titanium,37,Used,North America,Bombardier,E175
Avionics,Composite,16,Used,South America,Embraer,737
Landing Gear,Composite,21,Used,North America,Embraer,A320
Landing Gear,Aluminum,15,New,Australia,Bombardier,737
Wing,Aluminum,1,New,Asia,Cessna,737
Fuselage,Composite,33,Used,South America,Embraer,Citation X
Fuselage,Steel,48,Used,South America,Bombardier,CRJ900
Wing,Steel,5,Used,Europe,Bombardier,Citation X
Landing Gear,Aluminum,16,New,North America,Airbus,G650
Landing Gear,Titanium,35,New,Africa,Gulfstream,G650
Wing,Steel,48,New,South America,Gulfstream,Citation X
Avionics,Titanium,12,New,Australia,Cessna,CRJ900
Avionics,Composite,18,Used,Australia,Cessna,G650
Landing Gear,Steel,45,New,South America,Gulfstream,CRJ900
Engine,Aluminum,25,Used,Asia,Airbus,CRJ900
Fuselage,Composite,25,Used,Asia,Airbus,E175
Avionics,Steel,39,Used,Africa,Boeing,E175
Engine,Aluminum,45,Used,Europe,Embraer,737
Engine,Aluminum,19,Used,Africa,Gulfstream,G650
Fuselage,Aluminum,7,Used,Africa,Bombardier,E175
Avionics,Titanium,29,Used,South America,Gulfstream,CRJ900
Fuselage,Steel,33,New,Africa,Bombardier,737
Fuselage,Titanium,34,Used,Europe,Airbus,G650
Fuselage,Composite,45,Used,Australia,Gulfstream,737
Landing Gear,Composite,14,New,Asia,Cessna,737
Wing,Steel,42,Used,North America,Airbus,G650
Engine,Composite,12,Used,Australia,Airbus,CRJ900
Engine,Aluminum,9,Used,Europe,Boeing,737
Avionics,Titanium,27,Used,Australia,Gulfstream,G650
Avionics,Aluminum,32,New,Australia,Boeing,G650
Engine,Aluminum,16,Used,Europe,Bombardier,A320
Avionics,Steel,20,Used,Europe,Boeing,G650
Landing Gear,Aluminum,3,New,Australia,Airbus,737
Engine,Aluminum,42,Used,North America,Embraer,E175
Landing Gear,Composite,25,New,North America,Airbus,CRJ900
Wing,Composite,34,New,Africa,Embraer,CRJ900
Avionics,Aluminum,17,New,Asia,Embraer,737
Fuselage,Titanium,7,Used,South America,Gulfstream,E175
Fuselage,Aluminum,35,Used,North America,Cessna,A320
Engine,Aluminum,3,Used,South America,Gulfstream,A320
Avionics,Steel,1,New,Africa,Boeing,G650
Fuselage,Steel,30,Used,Europe,Airbus,A320
Landing Gear,Steel,23,New,Australia,Embraer,E175
Wing,Composite,39,Used,Australia,Boeing,Citation X
Fuselage,Titanium,46,New,North America,Cessna,737
Landing Gear,Composite,26,Used,Asia,Gulfstream,737
Avionics,Steel,21,Used,Australia,Embraer,E175
Engine,Aluminum,5,New,Asia,Gulfstream,E175
Engine,Steel,1,New,North America,Gulfstream,E175
Wing,Titanium,20,New,Asia,Embraer,CRJ900
Wing,Steel,20,Used,Asia,Boeing,A320
Engine,Composite,43,New,Africa,Bombardier,Citation X
Landing Gear,Aluminum,3,Used,Africa,Cessna,CRJ900
Landing Gear,Steel,0,New,Europe,Airbus,CRJ900
Landing Gear,Titanium,33,Used,Australia,Airbus,CRJ900
Engine,Composite,17,New,Asia,Bombardier,A320
Fuselage,Steel,2,Used,Australia,Boeing,A320
Engine,Steel,49,New,Europe,Cessna,Citation X
Landing Gear,Titanium,11,Used,South America,Boeing,E175
Landing Gear,Aluminum,40,New,Europe,Cessna,E175
Avionics,Aluminum,30,Used,Asia,Boeing,CRJ900
Wing,Steel,4,Used,Asia,Bombardier,Citation X
Landing Gear,Titanium,18,Used,Australia,Airbus,Citation X
Landing Gear,Aluminum,3,Used,Australia,Cessna,CRJ900
Fuselage,Titanium,19,New,North America,Airbus,737
Engine,Titanium,47,Used,Asia,Embraer,E175
Engine,Steel,6,Used,Africa,Airbus,G650
Wing,Aluminum,12,New,Asia,Bombardier,A320
Landing Gear,Aluminum,46,Used,Asia,Airbus,Citation X
Avionics,Aluminum,48,New,Europe,Gulfstream,E175
Landing Gear,Titanium,6,Used,South America,Gulfstream,Citation X
Fuselage,Titanium,3,Used,Australia,Cessna,A320
Avionics,Steel,17,New,Australia,Bombardier,E175
Landing Gear,Composite,0,New,Australia,Cessna,A320
Fuselage,Composite,24,New,South America,Gulfstream,A320
Wing,Titanium,3,New,Asia,Cessna,737
Fuselage,Composite,33,Used,South America,Boeing,G650
Avionics,Aluminum,18,Used,North America,Boeing,CRJ900
Landing Gear,Aluminum,22,New,Australia,Cessna,737
Engine,Titanium,23,New,Australia,Boeing,737
Engine,Composite,43,Used,South America,Airbus,E175
Wing,Composite,14,New,Africa,Gulfstream,A320
Engine,Steel,48,Used,South America,Airbus,CRJ900
Landing Gear,Composite,7,Used,Europe,Airbus,E175
Wing,Aluminum,4,New,North America,Bombardier,Citation X
Wing,Steel,31,Used,Africa,Embraer,CRJ900
Wing,Titanium,40,Used,Africa,Boeing,A320
Wing,Steel,32,Used,Asia,Gulfstream,CRJ900
Landing Gear,Aluminum,22,New,Africa,Gulfstream,A320
Avionics,Composite,5,New,North America,Cessna,Citation X
Avionics,Steel,10,Used,Australia,Boeing,737
Avionics,Aluminum,12,New,Australia,Cessna,A320
Engine,Composite,29,New,North America,Embraer,Citation X
Avionics,Titanium,20,New,Africa,Airbus,737
Avionics,Composite,3,Used,Australia,Airbus,CRJ900
Avionics,Composite,23,Used,Australia,Gulfstream,CRJ900
Fuselage,Composite,18,New,Europe,Gulfstream,G650
Wing,Aluminum,38,New,South America,Bombardier,Citation X
Engine,Composite,43,Used,Australia,Cessna,737
Engine,Aluminum,5,Used,Europe,Airbus,Citation X
Engine,Titanium,5,Used,Africa,Embraer,CRJ900
Avionics,Titanium,1,New,South America,Airbus,Citation X
Fuselage,Composite,9,New,Asia,Cessna,E175
Fuselage,Composite,16,New,Europe,Embraer,737
Landing Gear,Steel,4,New,South America,Embraer,A320
Landing Gear,Steel,4,New,South America,Airbus,G650
Avionics,Aluminum,13,Used,Europe,Boeing,A320
Engine,Steel,23,Used,Europe,Embraer,Citation X
Engine,Titanium,34,New,Australia,Boeing,737
Fuselage,Titanium,22,New,Australia,Airbus,737
Landing Gear,Composite,21,Used,Europe,Embraer,E175
Fuselage,Composite,5,New,Australia,Cessna,E175
Fuselage,Composite,35,Used,North America,Airbus,G650
Landing Gear,Titanium,15,New,South America,Gulfstream,737
Fuselage,Aluminum,13,New,South America,Bombardier,A320
Landing Gear,Steel,20,Used,North America,Airbus,737
Avionics,Steel,35,Used,Africa,Airbus,E175
Fuselage,Aluminum,10,Used,Asia,Bombardier,Citation X
Engine,Titanium,42,Used,South America,Embraer,737
Engine,Composite,1,Used,Australia,Airbus,737
Landing Gear,Aluminum,37,New,Australia,Embraer,737
Avionics,Titanium,2,Used,Australia,Bombardier,E175
Avionics,Steel,32,Used,Australia,Embraer,A320
Avionics,Composite,13,Used,Africa,Gulfstream,A320
Landing Gear,Aluminum,6,New,North America,Bombardier,Citation X
Engine,Aluminum,43,Used,Australia,Airbus,CRJ900
Avionics,Composite,10,New,North America,Embraer,E175
Fuselage,Steel,18,Used,Africa,Airbus,E175
Engine,Aluminum,3,Used,Australia,Embraer,737
Avionics,Titanium,14,Used,South America,Airbus,737
Wing,Aluminum,44,Used,Europe,Embraer,E175
Engine,Aluminum,16,New,Australia,Cessna,Citation X
Wing,Composite,22,New,North America,Bombardier,G650
Avionics,Steel,18,New,Africa,Bombardier,Citation X
Avionics,Steel,9,New,Australia,Gulfstream,A320
Engine,Titanium,16,New,Europe,Cessna,CRJ900
Avionics,Steel,36,New,Africa,Cessna,Citation X
Landing Gear,Composite,21,Used,North America,Bombardier,E175
Fuselage,Aluminum,41,New,North America,Airbus,A320
Landing Gear,Composite,34,Used,Africa,Boeing,G650
Avionics,Aluminum,13,New,Europe,Airbus,G650
Fuselage,Titanium,45,Used,North America,Boeing,A320
Avionics,Steel,3,Used,South America,Boeing,Citation X
Engine,Steel,12,New,North America,Gulfstream,Citation X
Wing,Composite,33,New,Australia,Bombardier,G650
Fuselage,Steel,13,Used,Asia,Embraer,CRJ900
Fuselage,Aluminum,2,Used,Australia,Embraer,A320
Fuselage,Steel,0,Used,Europe,Gulfstream,G650
Engine,Steel,40,Used,Europe,Embraer,E175
Wing,Composite,7,Used,North America,Gulfstream,A320
Wing,Aluminum,46,New,Africa,Embraer,A320
Wing,Steel,27,Used,Africa,Cessna,737
Landing Gear,Titanium,43,New,North America,Bombardier,A320
Fuselage,Titanium,25,Used,South America,Cessna,Citation X
Wing,Steel,40,New,Asia,Airbus,G650
Landing Gear,Steel,9,Used,South America,Boeing,E175
Wing,Composite,44,Used,Asia,Boeing,CRJ900
Wing,Titanium,26,Used,Asia,Airbus,G650
Fuselage,Steel,21,New,Australia,Boeing,A320
Wing,Aluminum,22,Used,Asia,Airbus,Citation X
Landing Gear,Aluminum,44,Used,North America,Bombardier,G650
Fuselage,Steel,6,New,Australia,Cessna,Citation X
Avionics,Aluminum,21,Used,Asia,Bombardier,G650
Landing Gear,Aluminum,10,New,Europe,Gulfstream,737
Avionics,Aluminum,1,Used,Europe,Cessna,A320
Landing Gear,Titanium,16,New,North America,Bombardier,E175
Wing,Aluminum,41,Used,North America,Cessna,A320
Landing Gear,Composite,42,New,North America,Embraer,CRJ900
Landing Gear,Composite,33,Used,Asia,Boeing,737
Wing,Steel,21,New,Australia,Gulfstream,Citation X
Fuselage,Steel,45,Used,South America,Airbus,E175
Wing,Composite,13,Used,Africa,Airbus,E175
Engine,Steel,33,New,Africa,Embraer,Citation X
Wing,Steel,1,Used,Europe,Airbus,CRJ900
